"id_odsp","id_event","sort_order","time","text","event_type","event_type2","side","event_team","opponent","player","player2","player_in","player_out","shot_place","shot_outcome","is_goal","location","bodypart","assist_method","situation","fast_break"
"YRRG6Hla/","YRRG6Hla92",92,80,"Foul by Sandro Wagner (SV Darmstadt 98).","Foul",NA,"Away","SV Darmstadt 98","Hamburg SV","sandro wagner",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"4KIzmP0i/","4KIzmP0i52",52,56,"Attempt blocked. Zlatan Ibrahimovic (Milan) right footed shot from long range on the left is blocked.","Attempt",NA,"Home","AC Milan","Lecce","zlatan ibrahimovic",NA,NA,NA,"Blocked","Blocked",0,"Long range","right foot","None","Open play",0
"KQbFoYoh/","KQbFoYoh115",115,90,"Foul by Angelo Palombo (Sampdoria).","Foul",NA,"Home","Sampdoria","AS Roma","angelo palombo",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fmLEnTQc/","fmLEnTQc92",92,78,"Corner,  FC Bayern Munchen. Conceded by Zlatko Junuzovic.","Corner",NA,"Home","Bayern Munich","Werder Bremen","zlatko junuzovic","zlatko junuzovic",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"jJHZZStm/","jJHZZStm50",50,50,"Cacau (Stuttgart) is shown the yellow card.","Yellow card",NA,"Home","VfB Stuttgart","VfL Wolfsburg","cacau",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"AkIuO2cA/","AkIuO2cA12",12,10,"Ronald Zubar (Ajaccio) wins a free kick in the defensive half.","Free kick won",NA,"Home","AC Ajaccio","Lyon","ronald zubar",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"zN4koWnk/","zN4koWnk46",46,39,"Goal!  1899 Hoffenheim 1, FC Bayern Munchen 1. Mario Mandzukic (FC Bayern Munchen) left footed shot from the centre of the box to the bottom left corner. Assisted by Franck Ribery following a set piece situation.","Attempt","Key Pass","Away","Bayern Munich","TSG Hoffenheim","mario mandzukic","franck ribery",NA,NA,"Bottom left corner","On target",1,"Centre of the box","left foot","Pass","Set piece",0
"I9MzsKv8/","I9MzsKv866",66,65,"Foul by Javi Fuego (Valencia CF).","Foul",NA,"Away","Valencia","Real Valladolid","javi fuego",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"bq1DeYpJ/","bq1DeYpJ81",81,65,"Foul by Samba DiakitA© (Nancy).","Foul",NA,"Home","AS Nancy Lorraine","Marseille","samba diakite",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"vi8sPHdF/","vi8sPHdF107",107,88,"Mevlut Erding (Paris Saint Germain) wins a free kick on the right wing.","Free kick won",NA,"Home","Paris Saint-Germain","Dijon FCO","mevlut erdinc",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"lvQ3X3yJ/","lvQ3X3yJ42",42,50,"Foul by Winston Reid (West Ham United).","Foul",NA,"Home","West Ham","Southampton","winston reid",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"xrJqZO2p/","xrJqZO2p75",75,52,"Attempt missed. Olivier Occean (Eintracht Frankfurt) header from the centre of the box is high and wide to the left. Assisted by Takashi Inui with a cross following a corner.","Attempt","Key Pass","Home","Eintracht Frankfurt","Bayer Leverkusen","olivier occean","takashi inui",NA,NA,"High and wide","Off target",0,"Centre of the box","head","Cross","Corner",0
"QVYzwyRE/","QVYzwyRE44",44,35,"Goal!  Nice 1, Sochaux 1. Ryad Boudebouz (Sochaux) converts the penalty with a left footed shot to the bottom right corner.","Attempt",NA,"Away","Sochaux","Nice","ryad boudebouz",NA,NA,NA,"Bottom right corner","On target",1,"Penalty spot","left foot","None","Set piece",0
"2Rs3JBZB/","2Rs3JBZB67",67,41,"Goal!  1899 Hoffenheim 2, FC Augsburg 0. Jannik Vestergaard (1899 Hoffenheim) header from very close range to the centre of the goal following a corner.","Attempt",NA,"Home","TSG Hoffenheim","FC Augsburg","jannik vestergaard",NA,NA,NA,"Centre of the goal","On target",1,"Very close range","head","None","Corner",0
"00z6gfu9/","00z6gfu936",36,40,"Foul by Lasse Sobiech (Hamburger SV).","Foul",NA,"Away","Hamburg SV","SC Freiburg","lasse sobiech",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"AsV8LKK9/","AsV8LKK969",69,51,"Edson Braafheid (1899 Hoffenheim) wins a free kick in the defensive half.","Free kick won",NA,"Away","TSG Hoffenheim","Schalke 04","edson braafheid",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"YaLvH4eB/","YaLvH4eB65",65,49,"Valter Birsa (Chievo) wins a free kick in the defensive half.","Free kick won",NA,"Home","Chievo Verona","Udinese","valter birsa",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"8tH6vNyU/","8tH6vNyU98",98,82,"Goal!  FC Nurnberg 3, FSV Mainz 3. Tomas Pekhart (FC Nurnberg) left footed shot from very close range to the centre of the goal. Assisted by Robert Mak with a cross following a fast break.","Attempt","Key Pass","Home","Nurnberg","Mainz","tomas pekhart","robert mak",NA,NA,"Centre of the goal","On target",1,"Very close range","left foot","Cross","Open play",1
"ERgLVNCU/","ERgLVNCU65",65,61,"Carlos MartA­nez (Real Sociedad) wins a free kick in the defensive half.","Free kick won",NA,"Home","Real Sociedad","Sporting Gijon","carlos martinez",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"d8DOtoWq/","d8DOtoWq80",80,69,"Substitution, VfB Stuttgart. Carlos Gruezo replaces Gotoku Sakai.","Substitution",NA,"Away","VfB Stuttgart","Nurnberg",NA,NA,"carlos gruezo","gotoku sakai",NA,NA,0,NA,NA,"None",NA,0
"AiFSv8ak/","AiFSv8ak31",31,28,"Corner,  Bayer 04 Leverkusen. Conceded by Cleber.","Corner",NA,"Home","Bayer Leverkusen","Hamburg SV","cleber","cleber",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"8MyU7Dpf/","8MyU7Dpf103",103,95,"Foul by Assane Demoya Gnoukouri (Inter Milan).","Foul",NA,"Away","Internazionale","Empoli","assane demoya gnoukouri",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"M3fxb9vs/","M3fxb9vs25",25,25,"Foul by Wesley Lautoa (Lorient).","Foul",NA,"Away","Lorient","St Etienne","wesley lautoa",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"rZAJjbxD/","rZAJjbxD43",43,36,"Foul by Jeison Murillo (Granada CF).","Foul",NA,"Away","Granada","Eibar","jeison murillo",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"SY4rx0vO/","SY4rx0vO56",56,61,"James Tomkins (West Ham United) wins a free kick in the defensive half.","Free kick won",NA,"Home","West Ham","Swansea","james tomkins",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"SIQkxNh1/","SIQkxNh117",17,22,"Attempt missed. Fabrice Abriel (Nice) right footed shot from outside the box is too high.","Attempt",NA,"Home","Nice","Toulouse","fabrice abriel",NA,NA,NA,"Too high","Off target",0,"Outside the box","right foot","None","Open play",0
"CMplRIga/","CMplRIga81",81,63,"Foul by Alex (Milan).","Foul",NA,"Home","AC Milan","Juventus","alex",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"je83q9vg/","je83q9vg44",44,45,"Substitution, Pescara. Emmanuel Cascione replaces Giuseppe Colucci because of an injury.","Substitution",NA,"Away","US Pescara","Chievo Verona",NA,NA,"emmanuel cascione","giuseppe colucci",NA,NA,0,NA,NA,"None",NA,0
"0td14GOl/","0td14GOl29",29,34,"David Pizarro (Fiorentina) wins a free kick in the defensive half.","Free kick won",NA,"Away","Fiorentina","Cagliari","david pizarro",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"ljAHgqoe/","ljAHgqoe39",39,50,"Roderic Filippi (GFC Ajaccio) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","GFC Ajaccio","Montpellier","roderic filippi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"8rLoxMg5/","8rLoxMg577",77,83,"Foul by Zlatko Junuzovic (SV Werder Bremen).","Foul",NA,"Home","Werder Bremen","Hannover 96","zlatko junuzovic",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"821RA9LI/","821RA9LI7",7,8,"Offside, FSV Mainz. Nikolce Noveski tries a through ball, but Nikita Rukavytsya is caught offside.","Offside","Failed through ball","Away","Mainz","VfL Wolfsburg","nikita rukavytsya","nikolce noveski",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"OlbQIwhi/","OlbQIwhi56",56,52,"Attempt missed. Adam Bodzek (Fortuna Dusseldorf) right footed shot from outside the box is too high from a direct free kick.","Attempt",NA,"Away","Fortuna Dusseldorf","Schalke 04","adam bodzek",NA,NA,NA,"Too high","Off target",0,"Outside the box","right foot","None","Free kick",0
"zRQCCrJ1/","zRQCCrJ126",26,28,"Vedad Ibisevic (Hertha Berlin) wins a free kick in the defensive half.","Free kick won",NA,"Home","Hertha Berlin","FC Cologne","vedad ibisevic",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"rXuGO5TM/","rXuGO5TM23",23,18,"Benjamin Corgnet (Lorient) wins a free kick on the right wing.","Free kick won",NA,"Home","Lorient","AC Ajaccio","benjamin corgnet",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"S0DSesjT/","S0DSesjT5",5,4,"Foul by Marco Torsiglieri (AlmerA­a).","Foul",NA,"Home","Almeria","Real Betis","marco torsiglieri",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"feeQjzSh/","feeQjzSh82",82,66,"Corner,  Crotone. Conceded by Rafael.","Corner",NA,"Away","Crotone","Cagliari","rafael",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"6BQdf7Xn/","6BQdf7Xn31",31,33,"Foul by Steven N'Zonzi (Stoke City).","Foul",NA,"Away","Stoke City","Sunderland","steven nzonzi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"CEWgsYrl/","CEWgsYrl34",34,45,"Attempt blocked. Juan Vargas (Genoa) left footed shot from outside the box is blocked.","Attempt",NA,"Away","Genoa","Chievo Verona","juan vargas",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","left foot","None","Open play",0
"GdENpHIo/","GdENpHIo29",29,23,"Foul by Alessandro Diamanti (Palermo).","Foul",NA,"Away","Palermo","Bologna","alessandro diamanti",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"IorAvKUI/","IorAvKUI73",73,70,"Substitution, Barcelona. Thomas Vermaelen replaces Sergi Roberto.","Substitution",NA,"Away","Barcelona","Las Palmas",NA,NA,"thomas vermaelen","sergi roberto",NA,NA,0,NA,NA,"None",NA,0
"829wQyaf/","829wQyaf48",48,47,"Nikola Djurdjic (FC Augsburg) wins a free kick in the defensive half.","Free kick won",NA,"Home","FC Augsburg","Hamburg SV","nikola djurdjic",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"QFOnTxm8/","QFOnTxm848",48,52,"Didier Digard (Nice) wins a free kick in the defensive half.","Free kick won",NA,"Away","Nice","Montpellier","didier digard",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"z1sz3sxT/","z1sz3sxT86",86,80,"Offside, Bordeaux. Diego Rolan tries a through ball, but Diego Contento is caught offside.","Offside","Failed through ball","Away","Bordeaux","AS Monaco","diego contento","diego rolan",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"EFywSvgf/","EFywSvgf58",58,49,"Max Gradel (St Etienne) wins a free kick on the left wing.","Free kick won",NA,"Away","St Etienne","AC Ajaccio","max gradel",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"2oAnGvp5/","2oAnGvp554",54,50,"Jordi Xumetra (Levante) wins a free kick in the defensive half.","Free kick won",NA,"Away","Levante","Real Betis","jordi xumetra",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"CC1K05SR/","CC1K05SR21",21,28,"Alejandro Bedoya (Nantes) wins a free kick on the right wing.","Free kick won",NA,"Home","Nantes","Bastia","alejandro bedoya",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"fes23oRB/","fes23oRB91",91,84,"Substitution, Milan. Keisuke Honda replaces M'Baye Niang.","Substitution",NA,"Away","AC Milan","Juventus",NA,NA,"keisuke honda","mbaye niang",NA,NA,0,NA,NA,"None",NA,0
"6kHTzEU9/","6kHTzEU946",46,40,"Foul by Raul Bobadilla (FC Augsburg).","Foul",NA,"Away","FC Augsburg","Hannover 96","raul bobadilla",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"bZF5AIOs/","bZF5AIOs57",57,45,"Substitution, Schalke. Jefferson Farfan replaces Ciprian Marica.","Substitution",NA,"Home","Schalke 04","Mainz",NA,NA,"jefferson farfan","ciprian marica",NA,NA,0,NA,NA,"None",NA,0
"4MOHCZDg/","4MOHCZDg52",52,52,"Arda Turan (AtlA©tico de Madrid) is shown the yellow card for a bad foul.","Yellow card",NA,"Home","Atletico Madrid","Espanyol","arda turan",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Qchzw62C/","Qchzw62C23",23,31,"Offside, Aston Villa. Fabian Delph tries a through ball, but Christian Benteke is caught offside.","Offside","Failed through ball","Home","Aston Villa","West Brom","christian benteke","fabian delph",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"I9Wpm1GI/","I9Wpm1GI40",40,45,"Substitution, Caen. Julien FA©ret replaces Herve Bazile.","Substitution",NA,"Home","Caen","Guingamp",NA,NA,"julien feret","herve bazile",NA,NA,0,NA,NA,"None",NA,0
"UFSHLJhi/","UFSHLJhi43",43,47,"Attempt missed. Harry Kane (Tottenham Hotspur) header from the centre of the box is close, but misses to the left. Assisted by Danny Rose with a cross.","Attempt","Key Pass","Home","Tottenham","Swansea","harry kane","danny rose",NA,NA,"Misses to the left","Off target",0,"Centre of the box","head","Cross","Open play",0
"bmiGqssU/","bmiGqssU38",38,32,"Goal!  Sporting GijA³n 1, Osasuna 0. Carmelo (Sporting GijA³n) right footed shot from very close range to the bottom left corner. Assisted by Nacho Cases with a cross.","Attempt","Key Pass","Home","Sporting Gijon","Osasuna","carmelo","nacho cases",NA,NA,"Bottom left corner","On target",1,"Very close range","right foot","Cross","Open play",0
"GxrbLUj4/","GxrbLUj449",49,59,"Foul by Brayan Perea (Troyes).","Foul",NA,"Away","Troyes","Bastia","brayan perea",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"nkXT6RTN/","nkXT6RTN48",48,38,"Goal!  Wolfsburg 2, SC Freiburg 2. Daniel Caligiuri (SC Freiburg) right footed shot from the left side of the box to the top right corner. Assisted by Jonathan Schmid with a cross.","Attempt","Key Pass","Away","SC Freiburg","VfL Wolfsburg","daniel caligiuri","jonathan schmid",NA,NA,"Top right corner","On target",1,"Left side of the box","right foot","Cross","Open play",0
"vcixJMWd/","vcixJMWd46",46,42,"Hand ball by Karim Benzema (Real Madrid).","Hand ball",NA,"Away","Real Madrid","Sevilla","karim benzema",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"vJg7s9Hk/","vJg7s9Hk60",60,63,"Attempt saved. Paco MontaA±A©s (Espanyol) right footed shot from a difficult angle on the right is saved in the bottom right corner. Assisted by Anaitz Arbilla.","Attempt","Key Pass","Away","Espanyol","Real Madrid","paco montanes","anaitz arbilla",NA,NA,"Bottom right corner","On target",0,"Difficult angle on the right","right foot","Pass","Open play",0
"nqeiaCz8/","nqeiaCz888",88,68,"Offside, Siena. Felipe tries a through ball, but Emanuele CalaiA² is caught offside.","Offside","Failed through ball","Home","Siena","US Pescara","emanuele calaio","felipe",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"tSojcudG/","tSojcudG75",75,69,"Lisandro LA³pez (Getafe) wins a free kick in the defensive half.","Free kick won",NA,"Away","Getafe","Sevilla","lisandro lopez",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"WQLaFivg/","WQLaFivg9",9,20,"Neymar (Barcelona) wins a free kick on the left wing.","Free kick won",NA,"Away","Barcelona","Real Betis","neymar",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"dvj4nSwS/","dvj4nSwS56",56,55,"Jules Iloki (Nantes) wins a free kick in the attacking half.","Free kick won",NA,"Home","Nantes","Bastia","jules iloki",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"zkXbQwQ2/","zkXbQwQ273",73,82,"Hand ball by Jonny (Celta de Vigo).","Hand ball",NA,"Home","Celta Vigo","Valencia","jonny",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"EVzvfvIj/","EVzvfvIj31",31,31,"Attempt blocked. Marcelo Estigarribia (Atalanta) left footed shot from outside the box is blocked.","Attempt",NA,"Away","Atalanta","Internazionale","marcelo estigarribia",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","left foot","None","Open play",0
"AuiH9qPF/","AuiH9qPF39",39,43,"Offside, Manchester City. David Silva tries a through ball, but Sergio Aguero is caught offside.","Offside","Failed through ball","Away","Manchester City","Chelsea","sergio aguero","david silva",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"rPFM1iCS/","rPFM1iCS20",20,22,"Corner,  Marseille. Conceded by Fabinho.","Corner",NA,"Away","Marseille","AS Monaco","fabinho","fabinho",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"reEJQ0MN/","reEJQ0MN89",89,65,"Enzo Perez (Valencia) wins a free kick on the right wing.","Free kick won",NA,"Away","Valencia","Deportivo La Coruna","enzo perez",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"StRC9O3T/","StRC9O3T29",29,27,"Attempt blocked. Cristiano Ronaldo (Real Madrid) right footed shot from outside the box is blocked.","Attempt",NA,"Home","Real Madrid","Barcelona","cristiano ronaldo",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","right foot","None","Open play",0
"EeS7SyA1/","EeS7SyA183",83,79,"Foul by Giuseppe Rossi (Celta de Vigo).","Foul",NA,"Away","Celta Vigo","Real Sociedad","giuseppe rossi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"G4GhVIJr/","G4GhVIJr32",32,33,"Foul by Alejandro GA³mez (Catania).","Foul",NA,"Away","Catania","Internazionale","alejandro gomez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"2ieMZDTH/","2ieMZDTH18",18,14,"Attempt saved. RA´mulo Togni (Pescara) right footed shot from outside the box is saved in the top right corner.","Attempt",NA,"Away","US Pescara","AC Milan","romulo togni",NA,NA,NA,"Top right corner","On target",0,"Outside the box","right foot","None","Open play",0
"j1uPjhXD/","j1uPjhXD79",79,80,"Attempt blocked. Olivier Sorlin (Evian Thonon Gaillard) right footed shot from outside the box is blocked. Assisted by KA©vin Berigaud.","Attempt","Key Pass","Away","Evian Thonon Gaillard","Nantes","olivier sorlin","kevin berigaud",NA,NA,"Blocked","Blocked",0,"Outside the box","right foot","Pass","Open play",0
"zBHMpERQ/","zBHMpERQ57",57,43,"Foul by Armin Bacinovic (Palermo).","Foul",NA,"Home","Palermo","Bologna","armin bacinovic",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"tW73u33t/","tW73u33t26",26,19,"Attempt missed. Antonio Candreva (Lazio) right footed shot from outside the box is high and wide to the left from a direct free kick.","Attempt",NA,"Away","Lazio","Livorno","antonio candreva",NA,NA,NA,"High and wide","Off target",0,"Outside the box","right foot","None","Free kick",0
"ALbrX1m5/","ALbrX1m516",16,12,"Javi Guerra (Rayo Vallecano) wins a free kick on the right wing.","Free kick won",NA,"Away","Rayo Vallecano","Villarreal","javi guerra",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"21KokSWc/","21KokSWc36",36,32,"Wahbi Khazri (Sunderland) wins a free kick on the left wing.","Free kick won",NA,"Away","Sunderland","Newcastle","wahbi khazri",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"MZzKTDet/","MZzKTDet42",42,47,"Goal!        Goal!  Chelsea 1, Liverpool 1. Philippe Coutinho (Liverpool) left footed shot from outside the box to the bottom left corner. Assisted by Roberto Firmino.","Attempt","Key Pass","Away","Liverpool","Chelsea","philippe coutinho","roberto firmino",NA,NA,"Bottom left corner","On target",1,"Outside the box","left foot","Pass","Open play",0
"CMplRIga/","CMplRIga8",8,10,"Alvaro Morata (Juventus) wins a free kick in the defensive half.","Free kick won",NA,"Away","Juventus","AC Milan","alvaro morata",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"QeXvzQ7J/","QeXvzQ7J90",90,81,"Foul by Quentin Depehi (Toulouse).","Foul",NA,"Home","Toulouse","Metz","quentin depehi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"M74OIb5A/","M74OIb5A49",49,45,"Foul by KA©vin Berigaud (Montpellier).","Foul",NA,"Home","Montpellier","Stade de Reims","kevin berigaud",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fqwFkAeH/","fqwFkAeH64",64,56,"Caiuby (FC Augsburg) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","FC Augsburg","Hamburg SV","caiuby",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"UTR3SQC5/","UTR3SQC547",47,45,"Own Goal by David Marshall, Hull City.  Hull City 1, Everton 1.","Attempt","Own goal","Away","Everton","Hull","david marshall",NA,NA,NA,"Centre of the goal","On target",1,"Not recorded","right foot","None","Open play",0
"Wli1Ehj5/","Wli1Ehj583",83,60,"Substitution, Caen. Benjamin Nivet replaces Frederic Bulot.","Substitution",NA,"Away","Caen","AC Ajaccio",NA,NA,"benjamin nivet","fraa©daa©ric bulot",NA,NA,0,NA,NA,"None",NA,0
"YVqJT1A4/","YVqJT1A4116",116,90,"AdriA¡n (Elche) wins a free kick in the defensive half.","Free kick won",NA,"Home","Elche","Getafe","adrian",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"SAMu5bJ6/","SAMu5bJ6106",106,87,"Foul by Sergi Gomez (Celta de Vigo).","Foul",NA,"Away","Celta Vigo","Villarreal","sergi gomez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"KQxUne0H/","KQxUne0H40",40,45,"Corner,  Osasuna. Conceded by Juanfran.","Corner",NA,"Home","Osasuna","Atletico Madrid","juanfran","juanfran",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"ziI8aVQR/","ziI8aVQR19",19,19,"Corner,  Chelsea. Conceded by Paul Konchesky.","Corner",NA,"Home","Chelsea","Leicester City","paul konchesky","paul konchesky",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fZsxqrxh/","fZsxqrxh85",85,79,"Otegui (Osasuna) wins a free kick on the left wing.","Free kick won",NA,"Home","Osasuna","Alaves","otegui",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
